"difference","startDate","startSentiment","endSentiment","endDate","ticker","startCount","endCount","countRatio","countSlope","changeInSentimentSlope","normalizedCountSlope","normalizedSentimentSlope","normalizedDifference","normalizedCountRatio","priceOnStartDate","priceOnEndDate","priceOnEndDate3","priceOnEndDate7","priceOnEndDate15","priceOnEndDate30","decision"
"1","2016-01-11","-1","0","2016-01-20","unp","2","1","0.5","0.1111111111111111","0.1111111111111111","0.5165656565656566","0.5003753753753754","0.5033783783783784","0.0017411183030077487","74.809998","73.610001","68.790001","69.059998","75.519997","79.900002","do nothing"
"1","2016-01-13","0","1","2016-01-30","mdlz","1","1","1","0","0.058823529411764705","0.5163636363636364","0.5001987281399046","0.5033783783783784","0.00349552758542777","40.59","42.73","41.950001","36.34","39.119999","40.529999","do nothing"
"1","2016-01-22","-1","0","2016-01-26","nsc","1","1","1","0","0.25","0.5163636363636364","0.5008445945945946","0.5033783783783784","0.00349552758542777","68.589996","68.900002","70.5","66.599998","73.019997","73.669998","do nothing"
"1","2016-01-15","0","1","2016-01-26","pnc","1","1","1","0","0.09090909090909091","0.5163636363636364","0.5003071253071253","0.5033783783783784","0.00349552758542777","86.330002","84.449997","86.650002","83.800003","81.510002","82.940002","do nothing"
"1","2016-01-11","0","1","2016-01-30","rop","1","1","1","0","0.05263157894736842","0.5163636363636364","0.5001778093883357","0.5033783783783784","0.00349552758542777","173.470001","163.729996","158.889999","161.869995","167.289993","167.929993","do nothing"
"1","2016-01-28","-1","0","2016-01-31","btu","1","1","1","0","0.3333333333333333","0.5163636363636364","0.5011261261261262","0.5033783783783784","0.00349552758542777","4","4.55","4.18","3.91","2.32","2.43","do nothing"
"1","2016-01-13","-1","0","2016-01-31","onb","1","3","3","-0.1111111111111111","0.05555555555555555","0.5161616161616162","0.5001876876876876","0.5033783783783784","0.010513164715107855","11.98","11.67","11.27","11.15","11.46","11.49","do nothing"
"1","2016-01-12","0","1","2016-01-30","pxd","1","1","1","0","0.05555555555555555","0.5163636363636364","0.5001876876876876","0.5033783783783784","0.00349552758542777","113.239998","122.290001","121.519997","115.190002","115.449997","120.529999","do nothing"
"1","2016-01-22","-1","0","2016-01-28","cp","1","1","1","0","0.16666666666666666","0.5163636363636364","0.5005630630630631","0.5033783783783784","0.00349552758542777","116.800003","120.370003","119.529999","123.470001","124.010002","121.190002","do nothing"
"1","2016-01-20","-1","0","2016-01-26","adtn","1","1","1","0","0.16666666666666666","0.5163636363636364","0.5005630630630631","0.5033783783783784","0.00349552758542777","17.9","18.76","18.16","18.030001","17.99","18.709999","do nothing"
"1","2016-01-20","0","1","2016-01-30","aya","2","1","0.5","0.1","0.1","0.5165454545454546","0.5003378378378378","0.5033783783783784","0.0017411183030077487","10.02","12.93","12.65","13.28","13.21","14.45","do nothing"
"1","2016-01-19","0","1","2016-01-22","bsi","2","3","1.5","-0.3333333333333333","0.3333333333333333","0.5157575757575757","0.5011261261261262","0.5033783783783784","0.005249936867847791","5.81","4.52","4.19","4.2","3.4","3.54","do nothing"
"1","2016-01-29","0","1","2016-01-30","bsi","1","1","1","0","1","0.5163636363636364","0.5033783783783784","0.5033783783783784","0.00349552758542777","4.2","4.05","3.8","3.4","3.23","3.54","do nothing"
"1","2016-01-19","0","1","2016-01-20","crdc","2","4","2","-2","1","0.5127272727272727","0.5033783783783784","0.5033783783783784","0.007004346150267813","0.25","0.28","0.25","0.27","0.27","2.51","do nothing"
"1","2016-01-13","0","1","2016-01-20","lci","1","1","1","0","0.14285714285714285","0.5163636363636364","0.5004826254826255","0.5033783783783784","0.00349552758542777","33.599998","34.18","34.470001","27.52","26.73","24.790001","do nothing"
"1","2016-01-13","0","1","2016-01-20","pcar","2","1","0.5","0.14285714285714285","0.14285714285714285","0.5166233766233767","0.5004826254826255","0.5033783783783784","0.0017411183030077487","44.299999","45.330002","45.709999","46.91","50","50.900002","do nothing"
"1","2016-01-13","0","1","2016-01-31","pphm","1","1","1","0","0.05555555555555555","0.5163636363636364","0.5001876876876876","0.5033783783783784","0.00349552758542777","1.01","0.96","0.94","0.88","0.92","0.39","do nothing"
"1","2016-01-13","0","1","2016-01-20","regn","1","1","1","0","0.14285714285714285","0.5163636363636364","0.5004826254826255","0.5033783783783784","0.00349552758542777","459.570007","461.950012","473.119995","434.160004","412.589996","394.980011","do nothing"
"1","2016-01-22","-1","0","2016-01-26","regn","1","1","1","0","0.25","0.5163636363636364","0.5008445945945946","0.5033783783783784","0.00349552758542777","482.98999","463.559998","420.089996","409.890015","367.480011","393.98999","do nothing"
"1","2016-01-20","-1","0","2016-01-30","stem","1","1","1","0","0.1","0.5163636363636364","0.5003378378378378","0.5033783783783784","0.00349552758542777","0.32","0.37","0.34","0.32","0.33","0.43","do nothing"
"1","2016-01-13","1","2","2016-01-22","hos","1","1","1","0","0.1111111111111111","0.5163636363636364","0.5003753753753754","0.5033783783783784","0.00349552758542777","7.55","7.96","7.36","8.13","7.49","7.14","do nothing"
"1","2016-01-13","2","3","2016-01-15","meli","1","1","1","0","0.5","0.5163636363636364","0.5016891891891891","0.5033783783783784","0.00349552758542777","100.550003","96.400002","96.489998","101.150002","99","95.760002","do nothing"
"1","2016-01-28","-1","0","2016-01-31","sgi","1","1","1","0","0.3333333333333333","0.5163636363636364","0.5011261261261262","0.5033783783783784","0.00349552758542777","5.32","5.43","5.22","5.02","5.23","6.3","do nothing"
"1","2016-01-15","-1","0","2016-01-27","tsco","1","1","1","0","0.08333333333333333","0.5163636363636364","0.5002815315315315","0.5033783783783784","0.00349552758542777","81.489998","84.220001","86.720001","84.669998","81.690002","84.779999","do nothing"
"1","2016-01-19","-1","0","2016-01-26","tyc","1","1","1","0","0.14285714285714285","0.5163636363636364","0.5004826254826255","0.5033783783783784","0.00349552758542777","30.52","33.98","34.389999","33.75","34.099998","34.880001","do nothing"
"1","2016-01-20","3","4","2016-01-22","any","2","2","1","0","0.5","0.5163636363636364","0.5016891891891891","0.5033783783783784","0.00349552758542777","1.395","1.3","1.25","1.4","1.7","1.53","do nothing"
"1","2016-01-19","0","1","2016-01-30","line","1","2","2","-0.09090909090909091","0.09090909090909091","0.5161983471074381","0.5003071253071253","0.5033783783783784","0.007004346150267813","0.88","1.18","1.11","0.33","0.37","0.42","do nothing"
"1","2016-01-19","0","1","2016-01-29","ubnk","1","1","1","0","0.1","0.5163636363636364","0.5003378378378378","0.5033783783783784","0.00349552758542777","11.54","11.3","11.25","11.25","11.39","11.58","do nothing"
"1","2016-01-20","-1","0","2016-01-26","txtr","1","1","1","0","0.16666666666666666","0.5163636363636364","0.5005630630630631","0.5033783783783784","0.00349552758542777","15.66","15.14","15.79","14.9","13.88","15.91","do nothing"
"1","2016-01-22","-1","0","2016-01-31","kone","1","1","1","0","0.1111111111111111","0.5163636363636364","0.5003753753753754","0.5033783783783784","0.00349552758542777","3.19","2.76","2.2","2.13","2.31","2.45","do nothing"
"1","2016-01-26","-1","0","2016-01-29","chfc","1","1","1","0","0.3333333333333333","0.5163636363636364","0.5011261261261262","0.5033783783783784","0.00349552758542777","29.92","31.860001","32.099998","30.549999","32.810001","33.830002","do nothing"
"1","2016-01-28","-2","-1","2016-01-31","bcs","2","1","0.5","0.3333333333333333","0.3333333333333333","0.516969696969697","0.5011261261261262","0.5033783783783784","0.0017411183030077487","10.37","10.66","9.81","9.52","9.27","8.89","do nothing"
"1","2016-01-26","0","1","2016-01-30","pbyi","1","2","2","-0.25","0.25","0.5159090909090909","0.5008445945945946","0.5033783783783784","0.007004346150267813","45.380001","42.869999","42.439999","36.82","42.27","44.779999","do nothing"
"1","2016-01-27","2","3","2016-01-31","capn","1","3","3","-0.5","0.25","0.5154545454545455","0.5008445945945946","0.5033783783783784","0.010513164715107855","1.51","1.36","1.32","1.21","1.24","1.2","do nothing"
"1","2016-01-28","-1","0","2016-01-30","atos","1","1","1","0","0.5","0.5163636363636364","0.5016891891891891","0.5033783783783784","0.00349552758542777","0.25","0.28","0.26","0.24","0.55","0.42","do nothing"
"1","2016-01-28","-1","0","2016-01-29","kex","1","1","1","0","1","0.5163636363636364","0.5033783783783784","0.5033783783783784","0.00349552758542777","48.82","50.650002","51.23","51.98","55.080002","56.610001","do nothing"
"2","2016-01-13","-7","-5","2016-01-20","vslr","5","1","0.2","0.5714285714285714","0.2857142857142857","0.5174025974025974","0.5009652509652509","0.5067567567567568","0.0006884727335557358","9.13","8.66","7.74","8.04","8.3","5.79","do nothing"
"2","2016-01-05","0","2","2016-01-13","jwn","1","3","3","-0.25","0.25","0.5159090909090909","0.5008445945945946","0.5067567567567568","0.010513164715107855","49.970001","45.950001","46.139999","46.099998","47.990002","48.91","do nothing"
"2","2016-01-30","0","2","2016-01-31","cenx","1","1","1","0","2","0.5163636363636364","0.5067567567567568","0.5067567567567568","0.00349552758542777","4.36","4.36","4.39","4.8","4.68","7.21","do nothing"
"2","2016-01-19","-2","0","2016-01-20","goog","1","1","1","0","2","0.5163636363636364","0.5067567567567568","0.5067567567567568","0.00349552758542777","701.789978","698.450012","711.669983","699.98999","708.01001","700.909973","do nothing"
"2","2016-01-22","-2","0","2016-01-27","goog","6","1","0.16666666666666666","1","0.4","0.5181818181818182","0.5013513513513513","0.5067567567567568","0.0005715121147277343","725.25","699.98999","752","726.950012","683.109985","705.070007","do nothing"
"2","2016-01-30","8","10","2016-01-31","goog","10","7","0.7","3","2","0.5218181818181818","0.5067567567567568","0.5067567567567568","0.002442882015975757","752","752","726.950012","682.73999","691","718.809998","do nothing"
"2","2016-01-01","-2","0","2016-01-05","brk.b","1","1","1","0","0.5","0.5163636363636364","0.5016891891891891","0.5067567567567568","0.00349552758542777","132.2","132.2","132.2","128.4","129.4","125.1","do nothing"
"2","2016-01-22","-1","1","2016-01-26","brk.b","1","1","1","0","0.5","0.5163636363636364","0.5016891891891891","0.5067567567567568","0.00349552758542777","129.4","126.4","126.4","126.4","127.4","129.7","do nothing"
"2","2016-01-30","-2","0","2016-01-31","brk.b","1","1","1","0","2","0.5163636363636364","0.5067567567567568","0.5067567567567568","0.00349552758542777","126.4","126.4","125","127.4","127.4","132.5","do nothing"
"2","2016-01-13","0","2","2016-01-19","ete","2","2","1","0","0.3333333333333333","0.5163636363636364","0.5011261261261262","0.5067567567567568","0.00349552758542777","8.09","7.54","9.63","9.9","7.87","6.86","do nothing"
"2","2016-01-28","-1","1","2016-01-30","hal","2","3","1.5","-0.5","1","0.5154545454545455","0.5033783783783784","0.5067567567567568","0.005249936867847791","30.450001","31.620001","30.52","30.83","29.940001","32.279999","do nothing"
"2","2016-01-01","-2","0","2016-01-05","ibb","4","3","0.75","0.25","0.5","0.5168181818181818","0.5016891891891891","0.5067567567567568","0.0026183229442177593","326.869995","326.959991","302.200012","296.200012","285.48999","264.690002","do nothing"
"2","2016-01-01","-2","0","2016-01-08","ino","7","1","0.14285714285714285","0.8571428571428571","0.2857142857142857","0.5179220779220779","0.5009652509652509","0.5067567567567568","0.0004879688155648761","6.4","5.76","5.35","5.21","5.14","6","do nothing"
"2","2016-01-01","-2","0","2016-01-04","nxtd","1","1","1","0","0.6666666666666666","0.5163636363636364","0.5022522522522522","0.5067567567567568","0.00349552758542777","0.315","0.315","0.23","0.31","1.24","0.75","do nothing"
"2","2016-01-01","-2","0","2016-01-05","pacb","2","1","0.5","0.25","0.5","0.5168181818181818","0.5016891891891891","0.5067567567567568","0.0017411183030077487","13.19","12.44","12.61","12.14","12.29","9.63","do nothing"
"2","2016-01-05","0","2","2016-01-07","pacb","1","1","1","0","1","0.5163636363636364","0.5033783783783784","0.5067567567567568","0.00349552758542777","12.44","12.26","11.42","12.6","12.76","9.01","do nothing"
"2","2016-01-20","-2","0","2016-01-22","pacb","2","1","0.5","0.5","1","0.5172727272727272","0.5033783783783784","0.5067567567567568","0.0017411183030077487","12.29","12.76","12.45","10.69","9.01","8.82","do nothing"
"2","2016-01-22","-2","0","2016-01-27","pypl","1","1","1","0","0.4","0.5163636363636364","0.5013513513513513","0.5067567567567568","0.00349552758542777","31.690001","31.59","37.080002","37.009998","33.52","37.490002","do nothing"
"2","2016-01-01","-2","0","2016-01-04","sonc","11","1","0.09090909090909091","3.3333333333333335","0.6666666666666666","0.5224242424242423","0.5022522522522522","0.5067567567567568","0.0003056925264822765","31.459999","31.459999","30","30.040001","29.34","28.879999","do nothing"
"2","2016-01-01","-2","0","2016-01-05","ssys","2","1","0.5","0.25","0.5","0.5168181818181818","0.5016891891891891","0.5067567567567568","0.0017411183030077487","24.549999","24.559999","21.77","20.57","17.209999","16.99","do nothing"
"2","2016-01-01","-1","1","2016-01-27","aiv","1","1","1","0","0.07692307692307693","0.5163636363636364","0.5002598752598753","0.5067567567567568","0.00349552758542777","39.650002","38.240002","39.610001","39.619999","35.77","36.470001","do nothing"
"2","2016-01-11","0","2","2016-01-28","amsc","1","1","1","0","0.11764705882352941","0.5163636363636364","0.5003974562798092","0.5067567567567568","0.00349552758542777","5.78","5.82","6.04","6.81","5.61","6.85","do nothing"
"2","2016-01-01","-1","1","2016-01-07","athn","1","1","1","0","0.3333333333333333","0.5163636363636364","0.5011261261261262","0.5067567567567568","0.00349552758542777","158.229996","159.300003","154.080002","151.740005","143.910004","118.629997","do nothing"
"2","2016-01-06","0","2","2016-01-08","nvda","1","1","1","0","1","0.5163636363636364","0.5033783783783784","0.5067567567567568","0.00349552758542777","31.530001","29.629999","29.68","27.110001","28.42","25.219999","do nothing"
"2","2016-01-05","-2","0","2016-01-07","thld","2","1","0.5","0.5","1","0.5172727272727272","0.5033783783783784","0.5067567567567568","0.0017411183030077487","0.47","0.44","0.42","0.37","0.36","0.3","do nothing"
"2","2016-01-05","-2","0","2016-01-07","aa","3","1","0.3333333333333333","1","1","0.5181818181818182","0.5033783783783784","0.5067567567567568","0.0011563152088677415","9.27","8.27","8","7.24","6.87","7.9","do nothing"
"2","2016-01-12","-3","-1","2016-01-13","aa","2","3","1.5","-1","2","0.5145454545454545","0.5067567567567568","0.5067567567567568","0.005249936867847791","7.28","7.13","6.74","6.74","7","7.69","do nothing"
"2","2016-01-20","0","2","2016-01-21","aa","1","1","1","0","2","0.5163636363636364","0.5067567567567568","0.5067567567567568","0.00349552758542777","6.74","7.09","6.8","7","8.12","8.91","do nothing"
"2","2016-01-01","0","2","2016-01-05","aker","1","2","2","-0.25","0.5","0.5159090909090909","0.5016891891891891","0.5067567567567568","0.007004346150267813","1.304","2","1.61","1.44","1.17","1.22","do nothing"
"2","2016-01-12","-2","0","2016-01-30","akrx","1","1","1","0","0.1111111111111111","0.5163636363636364","0.5003753753753754","0.5067567567567568","0.00349552758542777","29.82","26.15","25.219999","24.059999","24.459999","26.59","do nothing"
"2","2016-01-03","0","2","2016-01-06","alxa","2","1","0.5","0.3333333333333333","0.6666666666666666","0.516969696969697","0.5022522522522522","0.5067567567567568","0.0017411183030077487","0.69","0.58","0.51","0.43","0.42","0.32","do nothing"
"2","2016-01-05","-2","0","2016-01-06","amgn","1","1","1","0","2","0.5163636363636364","0.5067567567567568","0.5067567567567568","0.00349552758542777","158.169998","156.720001","147.690002","145.460007","152.779999","145.039993","do nothing"
"2","2016-01-07","0","2","2016-01-11","anac","1","5","5","-1","0.5","0.5145454545454545","0.5016891891891891","0.5067567567567568","0.017530801844787943","101.699997","88.970001","92.949997","90.739998","80.839996","67.519997","do nothing"
"2","2016-01-29","0","2","2016-01-30","anfi","2","1","0.5","1","2","0.5181818181818182","0.5067567567567568","0.5067567567567568","0.0017411183030077487","10.15","10.23","10.67","9.57","10.81","12.73","do nothing"
"2","2016-01-11","1","3","2016-01-12","apol","4","1","0.25","3","2","0.5218181818181818","0.5067567567567568","0.5067567567567568","0.0008639136617977379","6.38","7.39","7.63","7.1","7.61","8.58","do nothing"
"2","2016-01-05","-4","-2","2016-01-06","arwr","1","1","1","0","2","0.5163636363636364","0.5067567567567568","0.5067567567567568","0.00349552758542777","5.87","5.45","5.04","4.65","4","3.46","do nothing"
"2","2016-01-27","0","2","2016-01-28","arwr","1","1","1","0","2","0.5163636363636364","0.5067567567567568","0.5067567567567568","0.00349552758542777","3.64","3.48","3.45","3.69","3.36","3.9","do nothing"
"2","2016-01-05","-2","0","2016-01-13","atw","2","1","0.5","0.125","0.25","0.5165909090909091","0.5008445945945946","0.5067567567567568","0.0017411183030077487","9.76","7.06","6.01","6.01","5.68","5.63","do nothing"
"2","2016-01-01","0","2","2016-01-05","bota","1","1","1","0","0.5","0.5163636363636364","0.5016891891891891","0.5067567567567568","0.00349552758542777","1.98","2.18","2.04","1.96","1.64","1.66","do nothing"
"2","2016-01-03","-2","0","2016-01-05","clr","1","1","1","0","1","0.5163636363636364","0.5033783783783784","0.5067567567567568","0.00349552758542777","23.290001","23.65","21.74","20.99","16.040001","20.67","do nothing"
"2","2016-01-08","1","3","2016-01-09","cmg","24","1","0.041666666666666664","23","2","0.5581818181818182","0.5067567567567568","0.5067567567567568","0.00013290979412272888","413.290009","411.100006","404.26001","469.470001","442.170013","445","do nothing"
"2","2016-01-20","0","2","2016-01-21","cmg","2","2","1","0","2","0.5163636363636364","0.5067567567567568","0.5067567567567568","0.00349552758542777","465.5","461.200012","442.170013","453.079987","460.140015","525.900024","do nothing"
"2","2016-01-21","2","4","2016-01-22","cmg","2","8","4","-6","2","0.5054545454545455","0.5067567567567568","0.5067567567567568","0.014021983279947898","461.200012","450.76001","442.170013","452.970001","445","525.900024","do nothing"
"2","2016-01-20","-1","1","2016-01-22","cop","1","1","1","0","1","0.5163636363636364","0.5033783783783784","0.5067567567567568","0.00349552758542777","34.75","37.669998","34.200001","39.080002","34.43","34.450001","do nothing"
"2","2016-01-28","0","2","2016-01-30","cop","2","6","3","-2","1","0.5127272727272727","0.5033783783783784","0.5067567567567568","0.010513164715107855","38.02","38.599998","36.59","34.43","32.759998","33.830002","do nothing"
"2","2016-01-01","0","2","2016-01-11","cvs","1","1","1","0","0.2","0.5163636363636364","0.5006756756756756","0.5067567567567568","0.00349552758542777","96.459999","94.919998","95.510002","95.059998","94.040001","93.110001","do nothing"
"2","2016-01-30","0","2","2016-01-31","cytx","1","2","2","-1","2","0.5145454545454545","0.5067567567567568","0.5067567567567568","0.007004346150267813","0.18","0.18","0.19","0.14","0.16","0.21","do nothing"
"2","2016-01-05","0","2","2016-01-06","dax","2","2","1","0","2","0.5163636363636364","0.5067567567567568","0.5067567567567568","0.00349552758542777","23.85","23.58","23.120001","22.913","22.42","22.200001","do nothing"
"2","2016-01-01","0","2","2016-01-08","depo","1","1","1","0","0.2857142857142857","0.5163636363636364","0.5009652509652509","0.5067567567567568","0.00349552758542777","18.16","15.44","14.74","14.88","15.74","15.22","do nothing"
"2","2016-01-08","-2","0","2016-01-11","dnr","2","1","0.5","0.3333333333333333","0.6666666666666666","0.516969696969697","0.5022522522522522","0.5067567567567568","0.0017411183030077487","1.63","1.49","1.42","1.1","1.05","1.12","do nothing"
"2","2016-01-22","-2","0","2016-01-28","dvax","1","1","1","0","0.3333333333333333","0.5163636363636364","0.5011261261261262","0.5067567567567568","0.00349552758542777","25.450001","22.629999","23.799999","21.99","18.969999","16.120001","do nothing"
"2","2016-01-30","0","2","2016-01-31","exc","1","1","1","0","2","0.5163636363636364","0.5067567567567568","0.5067567567567568","0.00349552758542777","30","30","31.610001","32.360001","31.02","31.77","do nothing"
"2","2016-01-01","0","2","2016-01-30","fivn","1","1","1","0","0.06896551724137931","0.5163636363636364","0.500232991612302","0.5067567567567568","0.00349552758542777","8.25","8.41","8.29","6.66","6.41","8.05","do nothing"
"2","2016-01-08","0","2","2016-01-30","gg","3","1","0.3333333333333333","0.09090909090909091","0.09090909090909091","0.5165289256198347","0.5003071253071253","0.5067567567567568","0.0011563152088677415","12.49","11.54","11.28","14.72","14.79","14.32","do nothing"
"2","2016-01-01","0","2","2016-01-05","gold","1","1","1","0","0.5","0.5163636363636364","0.5016891891891891","0.5067567567567568","0.00349552758542777","62.48","62.580002","63.779999","60.990002","63.330002","76.800003","do nothing"
"2","2016-01-28","0","2","2016-01-30","gold","1","1","1","0","1","0.5163636363636364","0.5033783783783784","0.5067567567567568","0.00349552758542777","69.489998","72.57","72.529999","85.120003","84.410004","91.25","do nothing"
"2","2016-01-11","1","3","2016-01-13","icpt","2","2","1","0","1","0.5163636363636364","0.5033783783783784","0.5067567567567568","0.00349552758542777","123.599998","121.040001","114.290001","120.110001","99.32","120.220001","do nothing"
"2","2016-01-20","-2","0","2016-01-27","icpt","1","1","1","0","0.2857142857142857","0.5163636363636364","0.5009652509652509","0.5067567567567568","0.00349552758542777","120.110001","110.190002","105.269997","97.839996","94.290001","113.900002","do nothing"
"2","2016-01-01","0","2","2016-01-07","kors","2","1","0.5","0.16666666666666666","0.3333333333333333","0.5166666666666667","0.5011261261261262","0.5067567567567568","0.0017411183030077487","40.369999","38.959999","37.139999","36.110001","38.41","50.200001","do nothing"
"2","2016-01-01","0","2","2016-01-08","lbio","1","1","1","0","0.2857142857142857","0.5163636363636364","0.5009652509652509","0.5067567567567568","0.00349552758542777","7.35","6.57","6.28","5.95","6.04","5.06","do nothing"
"2","2016-01-30","0","2","2016-01-31","lrcx","1","1","1","0","2","0.5163636363636364","0.5067567567567568","0.5067567567567568","0.00349552758542777","72.620003","72.620003","71.410004","66.080002","67.580002","75.57","do nothing"
"2","2016-01-26","-2","0","2016-01-27","lvs","1","1","1","0","2","0.5163636363636364","0.5067567567567568","0.5067567567567568","0.00349552758542777","40.869999","41.59","44.630001","42.560001","40.25","47.919998","do nothing"
"2","2016-01-01","0","2","2016-01-12","lxp","1","1","1","0","0.18181818181818182","0.5163636363636364","0.5006142506142506","0.5067567567567568","0.00349552758542777","7.91","7.36","7.17","7.11","7.1","6.61","do nothing"
"2","2016-01-01","0","2","2016-01-03","m","1","1","1","0","1","0.5163636363636364","0.5033783783783784","0.5067567567567568","0.00349552758542777","35.790001","35.790001","36.150002","38.82","38.759998","40.900002","do nothing"
"2","2016-01-30","0","2","2016-01-31","mmm","1","1","1","0","2","0.5163636363636364","0.5067567567567568","0.5067567567567568","0.00349552758542777","148.729996","148.729996","152.520004","153.899994","155.529999","159.589996","do nothing"
"2","2016-01-01","0","2","2016-01-05","nem","1","1","1","0","0.5","0.5163636363636364","0.5016891891891891","0.5067567567567568","0.00349552758542777","18.440001","18.42","18.01","17.01","16.559999","23.379999","do nothing"
"2","2016-01-13","0","2","2016-01-15","nok","1","1","1","0","1","0.5163636363636364","0.5033783783783784","0.5067567567567568","0.00349552758542777","7.28","7.16","7.19","7.26","6.34","5.93","do nothing"
"2","2016-01-05","0","2","2016-01-06","nxpi","1","2","2","-1","2","0.5145454545454545","0.5067567567567568","0.5067567567567568","0.007004346150267813","82.389999","80.349998","77.220001","74.25","72.059998","70.699997","do nothing"
"2","2016-01-20","-2","0","2016-01-26","panw","2","1","0.5","0.16666666666666666","0.3333333333333333","0.5166666666666667","0.5011261261261262","0.5067567567567568","0.0017411183030077487","146.899994","148.270004","149.490005","146.029999","120.419998","140.289993","do nothing"
"2","2016-01-11","0","2","2016-01-13","pg","1","2","2","-0.5","1","0.5154545454545455","0.5033783783783784","0.5067567567567568","0.007004346150267813","76.669998","75.849998","76.730003","75.830002","79.82","80.989998","do nothing"
"2","2016-01-22","0","2","2016-01-27","pg","2","1","0.5","0.2","0.4","0.5167272727272727","0.5013513513513513","0.5067567567567568","0.0017411183030077487","77.360001","78.800003","81.120003","81.099998","79.900002","81.099998","do nothing"
"2","2016-01-30","0","2","2016-01-31","qcom","1","2","2","-1","2","0.5145454545454545","0.5067567567567568","0.5067567567567568","0.007004346150267813","46.110001","46.110001","44.73","43.889999","46.73","52.110001","do nothing"
"2","2016-01-01","0","2","2016-01-05","rjf","1","1","1","0","0.5","0.5163636363636364","0.5016891891891891","0.5067567567567568","0.00349552758542777","56.34","56.459999","50.830002","50.700001","47.27","43.27","do nothing"
"2","2016-01-11","2","4","2016-01-13","scon","1","5","5","-2","1","0.5127272727272727","0.5033783783783784","0.5067567567567568","0.017530801844787943","0.18","0.17","0.16","0.16","0.18","0.2","do nothing"
"2","2016-01-13","4","6","2016-01-22","scon","5","2","0.4","0.3333333333333333","0.2222222222222222","0.516969696969697","0.5007507507507508","0.5067567567567568","0.0013902364465237444","0.17","0.18","0.17","0.18","0.21","0.19","do nothing"
"2","2016-01-01","0","2","2016-01-05","slw","1","1","1","0","0.5","0.5163636363636364","0.5016891891891891","0.5067567567567568","0.00349552758542777","12.48","12.22","12.77","11.19","10.52","13.41","do nothing"
"2","2016-01-30","0","2","2016-01-31","so","4","1","0.25","3","2","0.5218181818181818","0.5067567567567568","0.5067567567567568","0.0008639136617977379","49.900002","49.900002","48.509998","48.82","48.09","47.490002","do nothing"
"2","2016-01-11","0","2","2016-01-13","t","1","4","4","-1.5","1","0.5136363636363637","0.5033783783783784","0.5067567567567568","0.014021983279947898","33.950001","33.740002","34.509998","33.900002","35.529999","36.470001","do nothing"
"2","2016-01-01","0","2","2016-01-05","tlt","10","1","0.1","2.25","0.5","0.5204545454545455","0.5016891891891891","0.5067567567567568","0.00033759087707173146","121.449997","120.959999","123.360001","123.769997","126.68","128.570007","do nothing"
"2","2016-01-08","-2","0","2016-01-31","ttwo","2","1","0.5","0.043478260869565216","0.08695652173913043","0.5164426877470356","0.5002937720329025","0.5067567567567568","0.0017411183030077487","32.34","34.619999","32.830002","33.630001","34.630001","37.5","do nothing"
"2","2016-01-22","-2","0","2016-01-30","ups","1","3","3","-0.25","0.25","0.5159090909090909","0.5008445945945946","0.5067567567567568","0.010513164715107855","89.900002","94.080002","94.690002","97.300003","98.559998","96.550003","do nothing"
"2","2016-01-01","0","2","2016-01-05","wba","9","3","0.3333333333333333","1.5","0.5","0.519090909090909","0.5016891891891891","0.5067567567567568","0.0011563152088677415","83.050003","80.870003","81.050003","81.82","79.449997","77.190002","do nothing"
"2","2016-01-07","0","2","2016-01-13","wba","1","2","2","-0.16666666666666666","0.3333333333333333","0.516060606060606","0.5011261261261262","0.5067567567567568","0.007004346150267813","81.169998","79.93","80.699997","79.449997","77.610001","77.080002","do nothing"
"2","2016-01-30","0","2","2016-01-31","wfc","3","4","1.3333333333333333","-1","2","0.5145454545454545","0.5067567567567568","0.5067567567567568","0.004665133773707784","49.939999","49.939999","47.599998","46.5","48.240002","48.720001","do nothing"
"2","2016-01-03","-2","0","2016-01-05","wll","1","1","1","0","1","0.5163636363636364","0.5033783783783784","0.5067567567567568","0.00349552758542777","9.53","9.04","7.77","6.57","5.02","7.16","do nothing"
"2","2016-01-27","2","4","2016-01-28","wmb","1","1","1","0","2","0.5163636363636364","0.5067567567567568","0.5067567567567568","0.00349552758542777","19.27","19.290001","19.51","18.75","13.47","15.99","do nothing"
"2","2016-01-20","0","2","2016-01-21","wynn","5","1","0.2","4","2","0.5236363636363637","0.5067567567567568","0.5067567567567568","0.0006884727335557358","56.330002","56.68","61","63.150002","61.91","79.529999","do nothing"
"2","2016-01-20","2","4","2016-01-22","aal","2","1","0.5","0.5","1","0.5172727272727272","0.5033783783783784","0.5067567567567568","0.0017411183030077487","39.060001","40.16","38.880001","38.990002","35.549999","40.84","do nothing"
"2","2016-01-28","0","2","2016-01-30","aal","1","2","2","-0.5","1","0.5154545454545455","0.5033783783783784","0.5067567567567568","0.007004346150267813","38.139999","39.380001","37.029999","35.549999","38.610001","41","do nothing"
"2","2016-01-26","0","2","2016-01-30","abx","1","1","1","0","0.5","0.5163636363636364","0.5016891891891891","0.5067567567567568","0.00349552758542777","9.53","10.07","9.86","11.91","11.59","13.89","do nothing"
"2","2016-01-13","-2","0","2016-01-15","c","3","2","0.6666666666666666","0.5","1","0.5172727272727272","0.5033783783783784","0.5067567567567568","0.0023259213971477555","45.189999","42.470001","41.939999","41.060001","42.48","38.889999","do nothing"
